,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"zeta[39,150]",-1.16041,0.0140815,0.73875,0.722768,-2.42422,-1.12703,0.00261131,2902.64,1503.8,1.00058
"zeta[39,151]",-1.07795,0.0133441,0.717402,0.713404,-2.30724,-1.03763,0.028921,2945.4,1715.15,1.00045
"zeta[39,152]",-1.00322,0.0117043,0.646859,0.607483,-2.10898,-0.974823,0.00293574,3240.14,1570.9,1.00082
"zeta[39,153]",-0.841709,0.0107201,0.600706,0.571213,-1.87609,-0.816441,0.140088,3294.09,1551.07,1.00119
"zeta[39,154]",-0.553627,0.0102091,0.563852,0.561547,-1.49773,-0.539656,0.338604,3074.31,1877.76,1.00068
"zeta[39,155]",-0.270566,0.0101663,0.509453,0.505877,-1.13998,-0.251325,0.525052,2586.37,1415.99,1.00079
"zeta[39,156]",0.0280408,0.00972582,0.452332,0.46311,-0.727087,0.0453465,0.758921,2206.89,1628.33,1.00023
"zeta[39,157]",0.610352,0.00890382,0.434424,0.437508,-0.12362,0.610958,1.32193,2363.36,1371.25,1.00016
"zeta[39,158]",1.17411,0.00767146,0.31099,0.311895,0.643925,1.18157,1.66512,1812.71,1986.79,1.00112
"zeta[39,159]",1.28516,0.00719793,0.299027,0.291168,0.781821,1.29411,1.76524,1874.7,1545.32,1.00009
"zeta[39,160]",1.442,0.00722979,0.280691,0.276838,0.965851,1.44443,1.87908,1522.59,1774.67,1.00007
"zeta[39,161]",1.84768,0.00769525,0.253779,0.254592,1.41589,1.85055,2.25911,1120.46,1822.91,1.00083
"zeta[39,162]",1.80395,0.00716492,0.251248,0.261694,1.37917,1.80984,2.20188,1247.88,1543.57,1.00226
"zeta[39,163]",1.94739,0.00595878,0.247314,0.253695,1.54422,1.95267,2.34642,1751.38,1705.1,0.999882
"zeta[39,164]",1.68567,0.00733068,0.262229,0.264911,1.26483,1.6884,2.10839,1310.27,1771.72,1.00017
"zeta[39,165]",1.93059,0.00646196,0.237604,0.239573,1.53108,1.93457,2.30434,1404.27,1623.64,0.99915
"zeta[39,166]",2.07018,0.0063449,0.234015,0.230426,1.66383,2.07698,2.44541,1351.95,1831.88,1.00274
"zeta[39,167]",2.32403,0.00524837,0.219929,0.222627,1.97178,2.32646,2.68848,1757.89,1676.59,1.00081
"zeta[39,168]",2.61311,0.005525,0.205153,0.205007,2.2843,2.61477,2.95304,1414.77,1813.47,1.00199
"zeta[39,169]",2.80971,0.00586304,0.190486,0.187512,2.49028,2.80858,3.12016,1098.37,1460.09,1.00158
"zeta[39,170]",2.7394,0.00628487,0.194521,0.200989,2.41193,2.74097,3.04755,994.176,1494.67,1.00051
"zeta[39,171]",2.47487,0.00564952,0.212375,0.214265,2.12531,2.47466,2.83105,1430.31,1227.38,1.00057
"zeta[39,172]",2.46368,0.0063738,0.216003,0.212375,2.11773,2.46584,2.81234,1207.86,1274.88,1.00138
"zeta[39,173]",2.4613,0.00653196,0.211432,0.212167,2.11342,2.46943,2.79849,1080.97,1632.41,1.00274
"zeta[39,174]",1.87319,0.00770897,0.250791,0.251434,1.45053,1.87922,2.28113,1203.55,1614.92,1.00313
"zeta[39,175]",1.27821,0.00682233,0.292625,0.285186,0.777989,1.29242,1.73205,1916.92,1646.08,1.00156
"zeta[39,176]",1.09036,0.0069217,0.305631,0.307406,0.55871,1.10519,1.57369,1976.14,1638.72,1.00097
"zeta[39,177]",0.707482,0.0076006,0.336452,0.345185,0.128199,0.718222,1.24854,2051.97,1699.48,1.00021
"zeta[39,178]",0.37134,0.00730315,0.35491,0.360889,-0.235287,0.381062,0.949106,2364.69,1965.58,0.999806
"zeta[39,179]",0.440624,0.00787693,0.378579,0.375584,-0.20275,0.456244,1.04595,2436.6,1800.45,1.00095
"zeta[39,180]",0.194901,0.00748635,0.394024,0.404382,-0.435148,0.207284,0.826844,2772.86,1982.9,1.00014
"zeta[39,181]",0.0828627,0.00871184,0.426113,0.418274,-0.664972,0.115075,0.735378,2398.58,1809.07,0.999454
"zeta[39,182]",0.0731451,0.00958434,0.452367,0.451533,-0.6862,0.0815634,0.792796,2218.5,1630.7,0.999776
"zeta[39,183]",-0.202814,0.0113426,0.534354,0.556587,-1.08739,-0.18275,0.637735,2220.7,1584.49,1.00082
"zeta[39,184]",-0.491624,0.0103859,0.528236,0.517681,-1.41223,-0.470849,0.337627,2605.87,1722.31,1.00194
"zeta[39,185]",-0.803717,0.0106744,0.539267,0.524261,-1.72447,-0.789959,0.0626447,2574.51,1755.16,1.00012
"zeta[39,186]",-1.00517,0.012264,0.57179,0.574228,-1.96452,-0.976889,-0.121967,2274.11,1229.72,0.999971
"zeta[39,187]",-1.10829,0.0111513,0.587001,0.585388,-2.083,-1.09693,-0.16644,2794.02,1466.77,0.999942
"zeta[39,188]",-1.14379,0.011848,0.614412,0.617285,-2.17338,-1.12028,-0.153646,2710.02,1517.46,0.999802
"zeta[39,189]",-1.08883,0.0127239,0.647673,0.682487,-2.15576,-1.07235,-0.055274,2587.8,1698.3,0.999602
"zeta[39,190]",-1.0464,0.0119176,0.633879,0.630676,-2.11362,-1.02049,-0.0434262,2852.8,1724.11,1.00044
"zeta[39,191]",-0.903052,0.0119843,0.642254,0.659074,-1.962,-0.885428,0.113985,2864.39,1715.24,0.999414
"zeta[39,192]",-0.762144,0.0123518,0.622829,0.631301,-1.83082,-0.739956,0.197399,2589.4,1840.09,0.999355
"zeta[39,193]",-0.701474,0.0124185,0.604157,0.618541,-1.71744,-0.68554,0.285643,2392.04,1663.46,1.00046
"zeta[39,194]",-0.645651,0.0111297,0.548409,0.546453,-1.56287,-0.626753,0.220798,2450.99,1610.38,0.999716
"zeta[39,195]",-0.635907,0.0107842,0.548036,0.561716,-1.57411,-0.617564,0.238987,2602.9,1824.57,0.999887
"zeta[39,196]",-0.874892,0.0105448,0.544275,0.54293,-1.81494,-0.869161,-0.0164245,2690.72,1779.29,1.00347
"zeta[39,197]",-1.00861,0.0110346,0.56145,0.558929,-1.94739,-0.982073,-0.129506,2612.45,1925.0,1.00294
"zeta[39,198]",-1.05126,0.011356,0.576755,0.575842,-2.01932,-1.01913,-0.159506,2603.02,2013.21,1.00031
"zeta[39,199]",-1.19697,0.0117309,0.602159,0.616522,-2.20625,-1.20159,-0.241136,2635.5,1803.62,1.00056
"zeta[39,200]",-1.27401,0.0116838,0.634426,0.640858,-2.35563,-1.25642,-0.305107,2974.19,1464.24,0.99967
"zeta[39,201]",-1.28227,0.0128224,0.666925,0.666366,-2.38925,-1.25138,-0.207044,2774.01,1354.21,1.00004
"zeta[39,202]",-1.2718,0.0128879,0.649301,0.636888,-2.3529,-1.2483,-0.254463,2590.46,1558.53,1.00004
"zeta[39,203]",-1.20794,0.0130546,0.656497,0.666604,-2.2949,-1.20022,-0.181966,2567.35,1692.92,1.00029
"zeta[39,204]",-1.14726,0.011389,0.614512,0.597873,-2.1893,-1.12266,-0.162355,2948.66,1559.76,1.00147
"zeta[39,205]",-1.00886,0.0118779,0.627329,0.608281,-2.06052,-0.991125,-0.0207525,2832.0,1421.62,1.00196
"zeta[39,206]",-0.969445,0.0121794,0.652179,0.638843,-2.06909,-0.955071,0.10607,2884.99,1531.5,1.0016
"zeta[39,207]",-0.921978,0.0114489,0.632793,0.60791,-2.00933,-0.902652,0.128265,3164.31,1586.59,0.999744
"zeta[39,208]",-0.883195,0.0116454,0.600948,0.605882,-1.90616,-0.853808,0.0551231,2768.01,1586.53,0.999846
"zeta[39,209]",-0.736678,0.0110614,0.569181,0.58278,-1.71116,-0.713639,0.151803,2766.96,1451.19,0.999746
"zeta[39,210]",-0.64945,0.0110913,0.542858,0.547222,-1.56117,-0.638035,0.224617,2435.29,1411.7,0.999941
"zeta[39,211]",-0.620244,0.0121736,0.544887,0.527802,-1.53094,-0.594282,0.225734,2078.19,1600.5,0.999873
"zeta[39,212]",-0.446572,0.0126413,0.592186,0.586504,-1.45864,-0.421674,0.49528,2318.25,1483.61,1.00001
"zeta[39,213]",-0.284148,0.0112563,0.566827,0.581041,-1.27409,-0.261532,0.599516,2569.42,1669.72,0.999776
"zeta[39,214]",-0.119167,0.00994922,0.474293,0.476204,-0.947894,-0.0826425,0.625762,2302.6,1645.32,1.00313
"zeta[39,215]",-0.0794903,0.00913182,0.445835,0.441171,-0.830843,-0.0699201,0.631663,2380.45,1606.14,1.00206
"zeta[39,216]",-0.00771593,0.00963672,0.437276,0.451487,-0.728477,0.00274886,0.707996,2165.4,1758.27,0.999656
"zeta[39,217]",0.165007,0.00930164,0.479331,0.485577,-0.603723,0.159764,0.966835,2629.46,1621.22,1.00072
"zeta[39,218]",0.334667,0.00871239,0.403945,0.407307,-0.349355,0.343236,0.980901,2196.57,1691.75,1.00012
"zeta[39,219]",0.345827,0.00820601,0.397103,0.401321,-0.323546,0.349245,0.995666,2380.42,1711.86,0.99965
"zeta[39,220]",-0.00459233,0.00805154,0.415863,0.431093,-0.696031,-0.00134765,0.634033,2628.81,1676.44,1.00198
"zeta[39,221]",-0.0836247,0.00888944,0.446245,0.437197,-0.845878,-0.065995,0.606046,2574.11,1825.16,1.00082
"zeta[39,222]",-0.308468,0.00884709,0.464372,0.467805,-1.12013,-0.29355,0.409261,2877.64,1694.91,1.00151
"zeta[39,223]",-0.527257,0.00956247,0.510574,0.516233,-1.36147,-0.517197,0.2906,2881.96,1718.67,1.0013
"zeta[39,224]",-0.576193,0.0104132,0.515418,0.510359,-1.45976,-0.557854,0.250456,2414.82,1691.53,1.00239
"zeta[39,225]",-0.489244,0.011711,0.560697,0.541796,-1.47466,-0.46567,0.403508,2306.7,1586.1,1.00029
"zeta[39,226]",-0.396386,0.0108245,0.536662,0.538311,-1.31124,-0.374873,0.473951,2508.37,1839.58,0.999584
"zeta[39,227]",-0.505329,0.0109353,0.513559,0.513281,-1.38639,-0.502128,0.30246,2233.56,2051.55,0.999479
"zeta[39,228]",-0.650214,0.0114761,0.527806,0.523891,-1.58637,-0.617673,0.176066,2161.22,1924.13,1.00166
"zeta[39,229]",-0.677778,0.0110809,0.551702,0.543356,-1.63864,-0.668011,0.189176,2502.64,1819.3,0.999704
"zeta[39,230]",-0.767531,0.0113441,0.574089,0.576273,-1.76254,-0.739232,0.1277,2616.36,1927.49,1.00095
"zeta[39,231]",-0.922149,0.0111812,0.60747,0.594345,-2.007,-0.88132,0.0213938,3033.6,1880.93,1.00041
"zeta[39,232]",-0.969454,0.0121918,0.67988,0.668405,-2.13253,-0.940042,0.0742716,3228.97,1687.68,0.999553
"zeta[39,233]",-1.03325,0.0135298,0.731626,0.713191,-2.27728,-0.987699,0.0907759,3099.64,1554.22,1.00277
"zeta[39,234]",-0.982158,0.0159656,0.827026,0.804281,-2.38348,-0.96496,0.36973,2693.25,1570.94,0.999982
"zeta[39,235]",-0.941619,0.0172456,0.903447,0.899198,-2.45362,-0.937163,0.573457,2779.33,1264.82,1.0018
"zeta[39,236]",-0.892504,0.0186263,0.956504,0.980218,-2.4502,-0.885527,0.66685,2674.21,1533.48,1.00085
"zeta[39,237]",-0.843178,0.019745,1.01199,1.00639,-2.52095,-0.84726,0.832674,2679.94,1548.36,1.00156
"zeta[39,238]",-0.797007,0.019309,1.0472,1.06704,-2.55819,-0.794388,0.860816,2934.72,1521.7,1.00212
"zeta[39,239]",-0.758185,0.0192926,1.06936,1.11186,-2.54201,-0.742478,0.942689,3104.54,1596.3,1.00108
"zeta[39,240]",-0.714913,0.0190613,1.08203,1.12126,-2.52173,-0.69047,1.00106,3251.31,1526.14,0.999531
"zeta[39,241]",-0.677096,0.0201468,1.11289,1.11475,-2.52012,-0.658955,1.21202,3125.02,1496.92,0.999593
"zeta[39,242]",-0.639408,0.0205748,1.13485,1.09943,-2.50415,-0.622251,1.22104,3054.45,1530.93,0.999598
"zeta[39,243]",-0.603809,0.0205193,1.12454,1.09959,-2.47494,-0.563769,1.20072,3036.32,1552.75,0.999313
"zeta[39,244]",-0.565116,0.0203998,1.11753,1.1144,-2.44967,-0.53409,1.2161,2994.56,1534.29,1.0009
"zeta[39,245]",-0.535132,0.0206513,1.13255,1.1271,-2.45013,-0.502455,1.26724,3094.09,1437.22,0.999818
"zeta[39,246]",-0.498201,0.0202326,1.11057,1.08887,-2.30495,-0.462637,1.27052,2985.49,1690.12,1.0006
"zeta[39,247]",-0.476756,0.0199564,1.1017,1.04708,-2.28952,-0.446263,1.33063,3002.86,1657.65,0.999345
"zeta[39,248]",-0.433233,0.0195379,1.09649,1.08297,-2.20307,-0.419526,1.32261,3094.87,1576.91,0.999875
"zeta[39,249]",-0.407254,0.0199512,1.06792,1.02991,-2.19609,-0.394249,1.30212,2838.13,1565.64,0.999881
"zeta[39,250]",-0.365988,0.0191415,1.05198,1.05961,-2.07339,-0.368692,1.35805,3002.6,1471.73,0.99963
"zeta[39,251]",-0.330441,0.0187323,1.0442,1.0519,-2.04178,-0.329526,1.30079,3101.06,1601.28,0.999566
"zeta[39,252]",-0.312669,0.017848,1.00611,1.00347,-1.90632,-0.314607,1.3054,3199.31,1537.36,0.999362
"zeta[39,253]",-0.280649,0.0176598,0.958925,0.951742,-1.8097,-0.279438,1.27233,2922.3,1368.29,1.00076
"zeta[39,254]",-0.244196,0.0162527,0.893121,0.888596,-1.75599,-0.242036,1.24749,3013.0,1452.11,0.999163
"zeta[39,255]",-0.196341,0.0152838,0.789946,0.776605,-1.5131,-0.201626,1.10577,2681.37,1491.78,1.00072
"zeta[39,256]",-0.172369,0.0150281,0.723275,0.720616,-1.38111,-0.154796,0.978978,2333.36,1628.02,1.00151
"zeta[39,257]",-0.146406,0.0135171,0.606085,0.607111,-1.22003,-0.110806,0.764841,2094.06,1654.48,1.00031
"zeta[39,258]",-0.430034,0.0142341,0.607027,0.596561,-1.47519,-0.408385,0.503211,1871.4,1581.28,1.00022
"zeta[39,259]",-0.53366,0.0152874,0.693985,0.678835,-1.73016,-0.512794,0.56347,2110.07,1592.89,1.00105
"zeta[39,260]",-0.627641,0.015253,0.735686,0.744966,-1.88888,-0.601087,0.514682,2420.1,1493.53,1.00012
"zeta[39,261]",-0.737342,0.0145154,0.752899,0.751845,-2.04447,-0.72829,0.456288,2726.73,1789.23,1.00036
"zeta[40,1]",-1.3097,0.0156337,0.770866,0.792147,-2.63714,-1.28124,-0.120383,2550.83,1532.66,1.00223
"zeta[40,2]",-1.26802,0.0139549,0.689912,0.680659,-2.42895,-1.23062,-0.159501,2502.89,1352.19,0.999958
"zeta[40,3]",-1.16972,0.0122752,0.644511,0.639107,-2.26555,-1.15036,-0.143239,2837.54,1441.47,1.00127
"zeta[40,4]",-0.980459,0.0116161,0.60844,0.601545,-2.01296,-0.948489,-0.0636442,2883.04,1502.61,1.00138
"zeta[40,5]",-0.902488,0.0115205,0.573624,0.583021,-1.89543,-0.878035,-0.0159345,2532.26,1669.42,1.0005
"zeta[40,6]",-0.697415,0.0112935,0.530597,0.535425,-1.60663,-0.664821,0.127309,2245.54,1580.81,1.00088
"zeta[40,7]",-0.581066,0.0107976,0.500112,0.500603,-1.41449,-0.576698,0.204867,2205.55,1786.41,1.00249
"zeta[40,8]",-0.331879,0.0101636,0.491393,0.50645,-1.13751,-0.327981,0.463711,2386.1,1763.16,1.00075
"zeta[40,9]",-0.0676669,0.0106473,0.492522,0.484225,-0.871067,-0.0693234,0.722925,2150.21,1610.94,1.00035
"zeta[40,10]",0.197409,0.00918839,0.423079,0.431118,-0.515948,0.207546,0.875147,2158.29,1559.1,1.00121
"zeta[40,11]",0.40961,0.00887833,0.373051,0.377153,-0.218692,0.421806,1.01695,1811.21,1672.34,1.00035
"zeta[40,12]",0.657567,0.00812522,0.341394,0.347761,0.109116,0.661237,1.21318,1811.0,1531.89,1.00195
"zeta[40,13]",1.29033,0.00674204,0.297634,0.284037,0.777669,1.29649,1.77068,1963.42,1628.87,1.00011
"zeta[40,14]",1.21626,0.0071174,0.295144,0.287068,0.715828,1.23194,1.69848,1743.86,1421.58,0.999798
"zeta[40,15]",1.1104,0.00707829,0.297718,0.290621,0.603645,1.11407,1.60486,1829.25,1682.14,1.00014
"zeta[40,16]",0.999295,0.00698052,0.306856,0.300393,0.492799,1.01123,1.46952,1958.63,1715.79,1.0014
"zeta[40,17]",1.18494,0.00701129,0.294062,0.278247,0.678122,1.19327,1.65802,1769.61,1585.12,1.00074
"zeta[40,18]",1.42702,0.00715169,0.287302,0.287031,0.942968,1.43908,1.88176,1641.19,1496.22,1.00183
"zeta[40,19]",1.17636,0.00795541,0.299649,0.301781,0.658117,1.18383,1.64606,1485.93,1717.21,1.00008
"zeta[40,20]",1.19165,0.00695885,0.302654,0.300908,0.671744,1.20436,1.67649,1897.21,1628.76,1.00186
"zeta[40,21]",1.13102,0.00744634,0.304112,0.299433,0.634934,1.13266,1.61855,1849.22,1692.7,1.00109
"zeta[40,22]",0.919288,0.00821046,0.315868,0.320196,0.376673,0.937808,1.41492,1545.92,1689.69,1.00086
"zeta[40,23]",0.533477,0.00744374,0.35102,0.353654,-0.0786029,0.542614,1.09315,2236.35,1853.08,1.00037
"zeta[40,24]",0.657763,0.00757249,0.348075,0.359771,0.0674151,0.669423,1.21463,2154.67,1873.96,1.00006
"zeta[40,25]",0.770788,0.00854338,0.344912,0.350882,0.189659,0.780541,1.30928,1645.33,1894.85,0.999474
"zeta[40,26]",0.972425,0.00901887,0.368243,0.363253,0.32273,0.985208,1.53209,1648.15,1357.46,1.00136
"zeta[40,27]",0.880534,0.0115529,0.544689,0.552028,-0.0554595,0.89325,1.73744,2260.27,1538.13,1.00063
"zeta[40,28]",0.790842,0.0123508,0.634378,0.638433,-0.257076,0.800605,1.82871,2693.35,1717.63,1.00037
"zeta[40,29]",0.699541,0.0134315,0.706315,0.713033,-0.469076,0.711187,1.90145,2821.34,1729.08,1.00007
"zeta[40,30]",0.623451,0.0156366,0.778709,0.796944,-0.621914,0.633768,1.94417,2557.5,1316.25,1.00169
"zeta[40,31]",0.526825,0.0138058,0.783568,0.802375,-0.723107,0.524509,1.79817,3326.35,1385.36,1.00757
"zeta[40,32]",0.440827,0.0140681,0.796168,0.782035,-0.872351,0.448796,1.75723,3178.39,1302.63,1.00334
"zeta[40,33]",0.349309,0.0131334,0.788044,0.753726,-0.928843,0.348639,1.64535,3707.36,1257.61,1.00056
"zeta[40,34]",0.250081,0.0132249,0.751065,0.735312,-0.954638,0.236934,1.53337,3310.09,1380.85,1.00382
"zeta[40,35]",0.154011,0.0126284,0.699273,0.705721,-0.993077,0.154706,1.28571,3100.19,1348.82,1.0038
"zeta[40,36]",0.0535628,0.0118044,0.638209,0.644781,-1.03575,0.0630493,1.09907,2963.21,1693.73,1.00031
"zeta[40,37]",-0.0258385,0.0109942,0.552027,0.556559,-0.97818,0.00790836,0.827044,2591.77,1669.53,1.0012
"zeta[40,38]",-0.0196501,0.0117093,0.591113,0.599036,-1.00154,-0.00295594,0.94601,2644.94,1968.26,1.00268
"zeta[40,39]",-0.0175977,0.0116566,0.560467,0.553463,-0.942691,0.00116619,0.893948,2343.2,1785.93,1.00221
"zeta[40,40]",-0.00358766,0.011237,0.488702,0.487121,-0.853388,0.00710903,0.779924,1924.71,1843.09,0.999899
"zeta[40,41]",-0.276477,0.0101418,0.477047,0.473164,-1.08651,-0.247301,0.449355,2387.57,1826.5,0.999637
"zeta[40,42]",-0.544408,0.00979555,0.511428,0.496979,-1.44167,-0.528825,0.275926,2763.91,1708.39,1.00263
"zeta[40,43]",-0.672536,0.00993529,0.509514,0.521906,-1.52806,-0.656799,0.13549,2670.48,1524.36,1.00006
"zeta[40,44]",-0.667778,0.0114657,0.55056,0.540961,-1.59621,-0.656043,0.217137,2321.75,1777.27,1.00071
"zeta[40,45]",-0.654706,0.0113311,0.534344,0.516938,-1.581,-0.619953,0.17246,2284.35,1599.12,0.99951
"zeta[40,46]",-0.514908,0.0102473,0.50548,0.493394,-1.38253,-0.487765,0.278939,2478.38,1716.06,0.999507
"zeta[40,47]",-0.592632,0.0101148,0.505757,0.511943,-1.42283,-0.579717,0.201701,2627.6,1942.25,1.00043
"zeta[40,48]",-0.513141,0.00928846,0.500239,0.52747,-1.35313,-0.492118,0.267376,2974.36,1754.34,0.999493
"zeta[40,49]",-0.488481,0.0102636,0.520925,0.528922,-1.37799,-0.470936,0.351833,2614.37,1478.91,0.99955
"zeta[40,50]",-0.458854,0.00866526,0.481814,0.485443,-1.25922,-0.440983,0.312848,3125.89,1366.27,0.99999
"zeta[40,51]",-0.265365,0.00896431,0.464557,0.452398,-1.04873,-0.244688,0.481584,2710.61,1580.15,0.99985
"zeta[40,52]",-0.0696949,0.00827709,0.416904,0.41293,-0.766623,-0.0845296,0.612315,2543.03,1660.43,1.00003
"zeta[40,53]",0.378356,0.00804997,0.381342,0.358281,-0.281885,0.390104,0.986328,2259.58,1733.08,1.00048
"zeta[40,54]",1.03572,0.00736525,0.330844,0.338889,0.499099,1.04412,1.56722,2025.02,1575.43,1.00109
"zeta[40,55]",1.46811,0.00716399,0.280041,0.273614,0.9855,1.47374,1.92823,1538.87,1321.96,1.00154
"zeta[40,56]",1.84061,0.00671128,0.251448,0.25033,1.42283,1.83893,2.25742,1487.93,1398.91,1.0012
"zeta[40,57]",2.27843,0.0056783,0.223798,0.225718,1.89928,2.28273,2.64217,1552.53,1551.95,1.00219
"zeta[40,58]",2.75836,0.00599542,0.199086,0.198453,2.43849,2.76016,3.08867,1144.59,1660.42,1.00035
"zeta[40,59]",2.96583,0.00675246,0.195489,0.188394,2.63326,2.97389,3.28627,879.678,1363.36,1.00214
"zeta[40,60]",2.97356,0.00571227,0.190027,0.185755,2.65078,2.98137,3.28141,1130.39,1578.59,1.00025
"zeta[40,61]",3.14276,0.00516495,0.181875,0.184851,2.83918,3.14482,3.43849,1257.9,1710.25,1.0006
"zeta[40,62]",2.91782,0.00545168,0.194392,0.191878,2.6025,2.92422,3.23269,1263.51,1401.18,1.00123
"zeta[40,63]",2.52738,0.00600552,0.211815,0.210344,2.18637,2.52908,2.86475,1254.69,1630.28,1.0002
"zeta[40,64]",2.77125,0.00582884,0.197117,0.192931,2.45411,2.76821,3.09936,1177.85,1352.18,1.00004
"zeta[40,65]",2.86669,0.00503026,0.187082,0.193116,2.56241,2.86406,3.16765,1397.67,1810.52,1.0023
"zeta[40,66]",2.78493,0.00546189,0.197659,0.196645,2.45692,2.78779,3.11512,1333.81,1371.44,1.00091
"zeta[40,67]",3.01475,0.0052042,0.189226,0.187245,2.70246,3.01371,3.3232,1354.19,1704.77,1.00031
"zeta[40,68]",2.98226,0.00573544,0.185647,0.183776,2.67622,2.98598,3.29026,1080.2,1298.12,1.00191
"zeta[40,69]",3.00717,0.00604351,0.182247,0.18365,2.69372,3.01205,3.28782,891.781,1286.65,1.00186
"zeta[40,70]",2.76714,0.00547711,0.19375,0.201026,2.45044,2.77142,3.08641,1267.89,1548.7,1.00109
"zeta[40,71]",2.51713,0.00583511,0.21191,0.213339,2.16826,2.51788,2.85836,1327.24,1451.13,1.00387
"zeta[40,72]",2.29918,0.00657351,0.231314,0.230129,1.9136,2.30131,2.67133,1238.02,1316.94,1.00128
"zeta[40,73]",1.78733,0.00639853,0.248635,0.246445,1.39292,1.78852,2.19984,1520.72,1697.49,1.00137
"zeta[40,74]",1.44027,0.00691921,0.291774,0.283058,0.927073,1.44174,1.91788,1785.7,1378.39,1.00035
"zeta[40,75]",0.967935,0.00760859,0.305364,0.298957,0.455379,0.97353,1.44923,1606.76,1481.68,1.00447
"zeta[40,76]",1.14641,0.00693458,0.30057,0.296401,0.61905,1.16045,1.62302,1906.31,1781.35,1.00108
"zeta[40,77]",1.01307,0.0075973,0.313486,0.303009,0.478484,1.02299,1.51633,1708.2,1666.17,1.00033
"zeta[40,78]",0.780973,0.00765608,0.339509,0.341005,0.207871,0.783158,1.31913,2032.19,1414.33,1.00124
"zeta[40,79]",0.466608,0.00809319,0.364718,0.362512,-0.143814,0.479641,1.04834,2033.33,1772.73,1.00105
"zeta[40,80]",0.417472,0.00804666,0.371527,0.367815,-0.200205,0.432707,1.00359,2172.78,1891.7,1.00003
"zeta[40,81]",0.600786,0.00763003,0.367433,0.370084,-0.0264267,0.610425,1.17828,2359.46,1812.87,1.00043
"zeta[40,82]",0.383306,0.00904567,0.395278,0.39718,-0.27565,0.399952,1.01038,1871.66,1547.0,0.999965
"zeta[40,83]",0.17955,0.00896902,0.424673,0.418584,-0.531685,0.18875,0.847871,2369.82,1687.4,0.999614
"zeta[40,84]",-0.0562543,0.0101699,0.507261,0.49183,-0.907612,-0.0467802,0.739244,2599.82,1350.58,0.999427
"zeta[40,85]",-0.300256,0.0100074,0.499504,0.499687,-1.13121,-0.287373,0.481153,2549.96,1587.01,1.00033
"zeta[40,86]",-0.522867,0.0100052,0.525371,0.509292,-1.4191,-0.493985,0.31988,3148.82,1742.15,1.00119
"zeta[40,87]",-0.583347,0.0107921,0.569039,0.598829,-1.51741,-0.582709,0.330928,2931.26,1475.31,0.999948
"zeta[40,88]",-0.660731,0.0110624,0.56439,0.578326,-1.62774,-0.648006,0.210282,2521.03,1567.76,0.999594
"zeta[40,89]",-0.782617,0.0119994,0.597755,0.565119,-1.74083,-0.783844,0.191695,2495.97,1510.84,0.999694
"zeta[40,90]",-0.924473,0.0112613,0.581219,0.592995,-1.92093,-0.897976,0.00537638,2664.77,1573.18,1.00026
"zeta[40,91]",-0.948532,0.01094,0.581322,0.569773,-1.89579,-0.926149,0.016559,2867.51,1658.33,1.00221
"zeta[40,92]",-1.07172,0.0115104,0.593654,0.59583,-2.06614,-1.02831,-0.137817,2701.73,1653.36,1.00048
"zeta[40,93]",-1.2763,0.0120197,0.619796,0.605462,-2.33415,-1.24734,-0.306094,2751.76,1640.18,1.00058
"zeta[40,94]",-1.41775,0.0124495,0.659105,0.641348,-2.48882,-1.40132,-0.371537,2895.91,1610.87,1.00198
"zeta[40,95]",-1.56339,0.0132752,0.677365,0.671321,-2.70541,-1.55824,-0.527538,2763.34,1892.35,1.00022
"zeta[40,96]",-1.66192,0.015133,0.703462,0.702953,-2.84083,-1.63762,-0.561938,2277.49,1694.8,1.00394
"zeta[40,97]",-1.71653,0.0131981,0.727312,0.716363,-2.93294,-1.72448,-0.527548,3117.5,1625.9,0.999703
"zeta[40,98]",-1.71628,0.014702,0.779435,0.786075,-2.99449,-1.7122,-0.454762,2965.46,1599.72,0.999397
"zeta[40,99]",-1.71998,0.0142068,0.792681,0.772642,-3.05509,-1.70358,-0.413392,3180.09,1719.88,0.999445
"zeta[40,100]",-1.73411,0.0139415,0.797911,0.775422,-3.05527,-1.72726,-0.405729,3399.08,1598.98,1.00262
"zeta[40,101]",-1.73613,0.0146325,0.795439,0.750448,-3.08904,-1.72215,-0.456185,3007.46,1752.47,1.00081
"zeta[40,102]",-1.74523,0.0146624,0.786997,0.759113,-3.08154,-1.75103,-0.462658,2942.86,1648.35,1.00158
"zeta[40,103]",-1.71762,0.0142533,0.787278,0.772264,-3.05357,-1.7039,-0.442708,3246.38,1597.42,1.00079
"zeta[40,104]",-1.68584,0.0143945,0.754073,0.734932,-2.95093,-1.65051,-0.485103,2832.87,1350.04,1.00011
"zeta[40,105]",-1.65933,0.013558,0.730674,0.704361,-2.89242,-1.62562,-0.527191,3157.48,1499.48,1.00252
"zeta[40,106]",-1.57146,0.0131665,0.702808,0.686162,-2.77413,-1.55086,-0.450977,3057.01,1420.24,1.00102
"zeta[40,107]",-1.43779,0.0126088,0.686396,0.664564,-2.61625,-1.40535,-0.363003,3151.08,1556.6,0.99961
"zeta[40,108]",-1.44259,0.0120915,0.693331,0.667287,-2.58797,-1.42002,-0.343331,3500.88,1487.45,0.999698
